"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.professor","Input.university","Input.urls","Answer.Bachelors","Answer.Doctorate","Answer.JoinYear","Answer.Masters","Answer.PostDoc","Answer.Rank","Answer.Subfield","Answer.URLs","Approve","Reject"
"2F4NCWYB49FCT1YGD6SJYNSTEHESOD","2HYBMJTUHYW5H2V87FYSFWM16DKINJ","Find information about a single computer science professor","Given a computer science professor, find some additional information about them","data collection, professor, school, computer science, cs","$0.02","Sat Feb 08 16:42:15 GMT 2014","3","BatchId:1411601;","3600","28800","Sat Feb 15 16:42:15 GMT 2014","","","2WFCWYB49F9VT1NWH6AOXST5XZJPT2","A20CM8GXU53GUY","Approved","Sun Feb 09 01:47:48 GMT 2014","Sun Feb 09 01:52:26 GMT 2014","Sun Feb 09 09:52:26 GMT 2014","2014/02/09 09:55:51 +0000","","","278","100% (1/1)","100% (1/1)","100% (1/1)","raluca-mihaela gordan","Duke University","<a href='http://www.cs.duke.edu/people/faculty/?csid=1579'>http://www.cs.duke.edu/people/faculty/?csid=1579</a>","N/A","Duke University","2011","N/A","Harvard Medical School","Assistant","Bioinformatics & Computational Biology",""
"2L179KQW618Q5F0WVH44FXCE2NMKM9","2HYBMJTUHYW5H2V87FYSFWM16DKINJ","Find information about a single computer science professor","Given a computer science professor, find some additional information about them","data collection, professor, school, computer science, cs","$0.02","Sat Feb 08 16:42:15 GMT 2014","3","BatchId:1411601;","3600","28800","Sat Feb 15 16:42:15 GMT 2014","","","2N867D1X3V0IL9IN07AEBM7P0FCJCE","A2YUEQDJHNS6P7","Approved","Sun Feb 09 18:23:43 GMT 2014","Sun Feb 09 18:26:25 GMT 2014","Sun Feb 09 18:26:25 PST 2014","Sun Feb 09 13:16:21 PST 2014","","","162","100% (4/4)","100% (4/4)","100% (4/4)","ronald e. parr","Duke University","<a href='http://www.cs.duke.edu/people/faculty/?csid=442'>http://www.cs.duke.edu/people/faculty/?csid=442</a>","Princeton University","University of California","2013","","","Full","Artificial Intelligence",""
"2MTMJTUHYW2JUYFQQCJ56M16IY2JOP","2HYBMJTUHYW5H2V87FYSFWM16DKINJ","Find information about a single computer science professor","Given a computer science professor, find some additional information about them","data collection, professor, school, computer science, cs","$0.02","Sat Feb 08 16:42:17 GMT 2014","3","BatchId:1411601;","3600","28800","Sat Feb 15 16:42:17 GMT 2014","","","2NMCF806UFBQG11FAQ63J5SWNNME09","A2QXCAC9HMEXMJ","Approved","Tue Feb 11 19:29:10 GMT 2014","Tue Feb 11 19:34:05 GMT 2014","Tue Feb 11 19:34:05 PST 2014","Tue Feb 11 11:43:43 PST 2014","","","295","100% (5/5)","100% (5/5)","100% (5/5)","gaetano borriello","University of Washington","<a href='http://www.cs.washington.edu/people/faculty/gaetano'>http://www.cs.washington.edu/people/faculty/gaetano</a>","Polytechnic Institute of New York","University of California at Berkeley","1988","Stanford University","","Full","Networks & Communications",""
"2FQE4BLYHVI75XY10QL8NNEZ1BK0UC","2HYBMJTUHYW5H2V87FYSFWM16DKINJ","Find information about a single computer science professor","Given a computer science professor, find some additional information about them","data collection, professor, school, computer science, cs","$0.02","Sat Feb 08 16:42:16 GMT 2014","3","BatchId:1411601;","3600","28800","Sat Feb 15 16:42:16 GMT 2014","","","2AYUFBNFSVGXMO98LXN6XG1F8255JF","A3L3ASAKSQO4XU","Approved","Tue Feb 11 14:27:55 GMT 2014","Tue Feb 11 14:33:50 GMT 2014","Tue Feb 11 14:33:50 PST 2014","Tue Feb 11 07:47:08 PST 2014","","","355","100% (1/1)","100% (1/1)","100% (1/1)","shivnath babu","Duke University","<a href='http://www.cs.duke.edu/people/faculty/?csid=1492'>http://www.cs.duke.edu/people/faculty/?csid=1492</a>","2008","Stanford University","2011","Institute of Technology Madras","2011","Assistant","Computer Education","http://www.cs.duke.edu/~shivnath/publications.html"
"2PWR9Y8TNKIP01S40K8SCOM0YG58VW","2HYBMJTUHYW5H2V87FYSFWM16DKINJ","Find information about a single computer science professor","Given a computer science professor, find some additional information about them","data collection, professor, school, computer science, cs","$0.02","Sat Feb 08 16:42:18 GMT 2014","3","BatchId:1411601;","3600","28800","Sat Feb 15 16:42:18 GMT 2014","","","2OJ9Y8TNKIM2TVBJVMJ2YM0PWO1W9K","A2HR7ZIX42FEPG","Approved","Sat Feb 08 19:00:51 GMT 2014","Sat Feb 08 19:02:13 GMT 2014","Sat Feb 08 19:02:13 PST 2014","Sat Feb 08 17:28:18 PST 2014","","","82","100% (21/21)","100% (21/21)","100% (20/20)","hellmut golde","University of Washington","<a href='http://www.cs.washington.edu/people/faculty'>http://www.cs.washington.edu/people/faculty</a>","","","","","","Full","Computer Education","http://www.cs.washington.edu/node/7907/"
"2QHJMJUNU8L270DZWAI9ID8JCVOH1V","2HYBMJTUHYW5H2V87FYSFWM16DKINJ","Find information about a single computer science professor","Given a computer science professor, find some additional information about them","data collection, professor, school, computer science, cs","$0.02","Sat Feb 08 16:42:18 GMT 2014","3","BatchId:1411601;","3600","28800","Sat Feb 15 16:42:18 GMT 2014","","","26QB49F9SSSKYA7I4SJTFH5FOF2WSD","A7EDFCL330FUL","Approved","Mon Feb 10 17:55:46 GMT 2014","Mon Feb 10 17:57:29 GMT 2014","Mon Feb 10 17:57:29 PST 2014","Mon Feb 10 10:08:26 PST 2014","","","103","100% (3/3)","100% (3/3)","100% (3/3)","ira kemelmacher-shlizerman","University of Washington","<a href='http://www.cs.washington.edu/people/faculty/kemelmi'>http://www.cs.washington.edu/people/faculty/kemelmi</a>","","Weizmann Institute of Science","2012","","University of Washington","Assistant","Computer Vision",""
"204JUNU8LZ6U89M47EZDIJ3VN763JE","2HYBMJTUHYW5H2V87FYSFWM16DKINJ","Find information about a single computer science professor","Given a computer science professor, find some additional information about them","data collection, professor, school, computer science, cs","$0.02","Sat Feb 08 16:42:18 GMT 2014","3","BatchId:1411601;","3600","28800","Sat Feb 15 16:42:18 GMT 2014","","","2I3727M0IGFNIM75EKJVP4VI5WAZEV","A1BLYUPFK2BPPI","Approved","Wed Feb 12 13:41:29 GMT 2014","Wed Feb 12 13:49:54 GMT 2014","Wed Feb 12 13:49:54 PST 2014","Wed Feb 12 06:07:49 PST 2014","","","505","100% (2/2)","100% (2/2)","100% (2/2)","james landay","University of Washington","<a href='http://homes.cs.washington.edu/~landay'>http://homes.cs.washington.edu/~landay</a>","B.S. in EECS from UC Berkeley","Ph.D. in CS from Carnegie Mellon University","2013","M.S. from Carnegie Mellon University","","Full","Computer Education","http://homes.cs.washington.edu/~landay/research/cv.pdf"
"244HGYQ4J3NDCFHE2K6O8YITATTBOW","2HYBMJTUHYW5H2V87FYSFWM16DKINJ","Find information about a single computer science professor","Given a computer science professor, find some additional information about them","data collection, professor, school, computer science, cs","$0.02","Sat Feb 08 16:42:19 GMT 2014","3","BatchId:1411601;","3600","28800","Sat Feb 15 16:42:19 GMT 2014","","","28FJ92NJKM08CVPSAMPWCGTPPNLE9H","A2L63CIZ950WNA","Approved","Mon Feb 10 07:50:17 GMT 2014","Mon Feb 10 07:51:48 GMT 2014","Mon Feb 10 07:51:48 PST 2014","Mon Feb 10 04:55:16 PST 2014","","","91","100% (2/2)","100% (2/2)","100% (2/2)","jeffrey heer","University of Washington","<a href='http://www.cs.washington.edu/people/faculty/jheer'>http://www.cs.washington.edu/people/faculty/jheer</a>","University of California, Berkeley","University of California, Berkeley","2009","University of California, Berkeley","","Full","Data Mining",""
"21NUFJ51Y7QHP8LX6XSC2TMOOX0AD2","2HYBMJTUHYW5H2V87FYSFWM16DKINJ","Find information about a single computer science professor","Given a computer science professor, find some additional information about them","data collection, professor, school, computer science, cs","$0.02","Sat Feb 08 16:42:19 GMT 2014","3","BatchId:1411601;","3600","28800","Sat Feb 15 16:42:19 GMT 2014","","","280TNKIMZSM8LONRITD0ZGVFJDQCZT","A2YUEQDJHNS6P7","Approved","Sun Feb 09 18:28:17 GMT 2014","Sun Feb 09 18:31:06 GMT 2014","Sun Feb 09 18:31:06 PST 2014","Sun Feb 09 13:16:19 PST 2014","","","169","100% (4/4)","100% (4/4)","100% (4/4)","john zahorjan","University of Washington","<a href='http://homes.cs.washington.edu/~zahorjan/homepage'>http://homes.cs.washington.edu/~zahorjan/homepage</a>","Brown University","University of Toronto","","","","Full","Algorithms & Theory",""
"2I2274J79KQZ7AEMKBLXPCD4EXLIGO","2HYBMJTUHYW5H2V87FYSFWM16DKINJ","Find information about a single computer science professor","Given a computer science professor, find some additional information about them","data collection, professor, school, computer science, cs","$0.02","Sat Feb 08 16:42:17 GMT 2014","3","BatchId:1411601;","3600","28800","Sat Feb 15 16:42:17 GMT 2014","","","2DPUYT3DHJHS5KJC0LVYIRSXPTD0TG","AL8NYDL4JOYL3","Approved","Mon Feb 10 07:01:45 GMT 2014","Mon Feb 10 07:04:01 GMT 2014","Mon Feb 10 07:04:01 PST 2014","Mon Feb 10 04:55:16 PST 2014","","","136","100% (3/3)","100% (3/3)","100% (3/3)","andrew i. case","New York University","<a href='http://cs.nyu.edu/~acase'>http://cs.nyu.edu/~acase</a>","New York University","","2013","University of Alabama in Huntsville","","Assistant","Scientific Computing",""
"2PZ88MQU6L5RC4IHHWOXEAIJO7PCV5","2HYBMJTUHYW5H2V87FYSFWM16DKINJ","Find information about a single computer science professor","Given a computer science professor, find some additional information about them","data collection, professor, school, computer science, cs","$0.02","Sat Feb 08 16:42:17 GMT 2014","3","BatchId:1411601;","3600","28800","Sat Feb 15 16:42:17 GMT 2014","","","2ZYAUC26DG6AEA32B56KACOKIC1C51","A1B3AM39OCICL7","Approved","Sat Feb 08 19:09:28 GMT 2014","Sat Feb 08 19:22:33 GMT 2014","Sat Feb 08 19:22:33 PST 2014","Sat Feb 08 17:28:20 PST 2014","","","785","100% (1/1)","100% (1/1)","100% (1/1)","andy wellings","New York University","<a href='http://www.cs.york.ac.uk/people/?group=Academic%20and%20Teaching%20Staff&username=andy'>http://www.cs.york.ac.uk/people/?group=Academic%20and%20Teaching%20Staff&username=andy</a>","University of York","","1979","","","Full","Programming Languages","http://www.linkedin.com/pub/andy-wellings/5/323/758"
"2CIFK0COK2JH2VDO0P0L1W6O8ALKRX","2HYBMJTUHYW5H2V87FYSFWM16DKINJ","Find information about a single computer science professor","Given a computer science professor, find some additional information about them","data collection, professor, school, computer science, cs","$0.02","Sat Feb 08 16:42:19 GMT 2014","3","BatchId:1411601;","3600","28800","Sat Feb 15 16:42:19 GMT 2014","","","2A4OK2JE1M7SLTFK71XO9AC0KHCVOK","A7EDFCL330FUL","Approved","Mon Feb 10 10:05:40 GMT 2014","Mon Feb 10 10:08:42 GMT 2014","Mon Feb 10 10:08:42 PST 2014","Mon Feb 10 04:55:16 PST 2014","","","182","100% (3/3)","100% (3/3)","100% (3/3)","luis ceze","University of Washington","<a href='http://www.cs.washington.edu/people/faculty/luisceze'>http://www.cs.washington.edu/people/faculty/luisceze</a>","University of São Paulo,","University of Illinois","2007","University of São Paulo,","","Associate","Hardware & Architecture",""
