"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.professor","Input.university","Input.urls","Answer.Bachelors","Answer.Doctorate","Answer.JoinYear","Answer.Masters","Answer.PostDoc","Answer.Rank","Answer.Subfield","Answer.URLs","Approve","Reject"
"2N9LPHIT3HVZB4QHM7EJ0217BZJBJD","2HYBMJTUHYW5H2V87FYSFWM16DKINJ","Find information about a single computer science professor","Given a computer science professor, find some additional information about them","data collection, professor, school, computer science, cs","$0.02","Sat Feb 08 16:42:16 GMT 2014","3","BatchId:1411601;","3600","28800","Sat Feb 15 16:42:16 GMT 2014","","","2CEIKMN9U8PCZCESC1OIDSUYZRHTCS","A2UHH88Z8XNXMN","Approved","Thu Feb 13 14:41:36 GMT 2014","Thu Feb 13 14:45:33 GMT 2014","Thu Feb 13 14:45:33 PST 2014","Thu Feb 13 07:42:02 PST 2014","","","237","100% (78/78)","100% (78/78)","100% (78/78)","ali farhadi","University of Washington","<a href='http://www.cs.washington.edu/people/faculty/ali'>http://www.cs.washington.edu/people/faculty/ali</a>","","University of Illinois at Urbana","","","","Assistant","Computer Education","http://www.cs.washington.edu/people/faculty/ali/"
"2LNUUKQOYGNLXATROT70B07S4GKGYT","2HYBMJTUHYW5H2V87FYSFWM16DKINJ","Find information about a single computer science professor","Given a computer science professor, find some additional information about them","data collection, professor, school, computer science, cs","$0.02","Sat Feb 08 16:42:16 GMT 2014","3","BatchId:1411601;","3600","28800","Sat Feb 15 16:42:16 GMT 2014","","","2LJI8IUB2YUC9SNR9Q23V0FB0DSJ7B","A3HU036FFRA7TQ","Approved","Thu Feb 13 04:15:18 GMT 2014","Thu Feb 13 04:17:09 GMT 2014","Thu Feb 13 12:17:09 GMT 2014","2014/02/13 12:20:51 +0000","","","111","100% (1/1)","100% (1/1)","100% (1/1)","allison obourn","University of Washington","<a href='http://homes.cs.washington.edu/~aeobourn'>http://homes.cs.washington.edu/~aeobourn</a>","University of Washington","","","University of Washington","","Lecturer","Computer Education",""
"2LNUUKQOYGNLXATROT70B07S4GKGYT","2HYBMJTUHYW5H2V87FYSFWM16DKINJ","Find information about a single computer science professor","Given a computer science professor, find some additional information about them","data collection, professor, school, computer science, cs","$0.02","Sat Feb 08 16:42:16 GMT 2014","3","BatchId:1411601;","3600","28800","Sat Feb 15 16:42:16 GMT 2014","","","2RSJPPSI2KYHQUYONABLW6WJKWNQKQ","AMUZDLU4GC0KT","Approved","Fri Feb 14 05:07:34 GMT 2014","Fri Feb 14 05:09:05 GMT 2014","Fri Feb 14 13:09:05 GMT 2014","2014/02/14 13:10:49 +0000","","","91","100% (83/83)","100% (83/83)","100% (83/83)","allison obourn","University of Washington","<a href='http://homes.cs.washington.edu/~aeobourn'>http://homes.cs.washington.edu/~aeobourn</a>","University of Washington","","","University of Washington","","Lecturer","Computer Education","http://homes.cs.washington.edu/~aeobourn/"
"2F4NCWYB49FCT1YGD6SJYNSTEHESOD","2HYBMJTUHYW5H2V87FYSFWM16DKINJ","Find information about a single computer science professor","Given a computer science professor, find some additional information about them","data collection, professor, school, computer science, cs","$0.02","Sat Feb 08 16:42:15 GMT 2014","3","BatchId:1411601;","3600","28800","Sat Feb 15 16:42:15 GMT 2014","","","2WFCWYB49F9VT1NWH6AOXST5XZJPT2","A20CM8GXU53GUY","Approved","Sun Feb 09 01:47:48 GMT 2014","Sun Feb 09 01:52:26 GMT 2014","Sun Feb 09 09:52:26 GMT 2014","2014/02/09 09:55:51 +0000","","","278","100% (1/1)","100% (1/1)","100% (1/1)","raluca-mihaela gordan","Duke University","<a href='http://www.cs.duke.edu/people/faculty/?csid=1579'>http://www.cs.duke.edu/people/faculty/?csid=1579</a>","N/A","Duke University","2011","N/A","Harvard Medical School","Assistant","Bioinformatics & Computational Biology",""
"2MJY7QEOZFYTTAIR9RFF7RDSDILIFP","2HYBMJTUHYW5H2V87FYSFWM16DKINJ","Find information about a single computer science professor","Given a computer science professor, find some additional information about them","data collection, professor, school, computer science, cs","$0.02","Sat Feb 08 16:42:16 GMT 2014","3","BatchId:1411601;","3600","28800","Sat Feb 15 16:42:16 GMT 2014","","","2BP3V0FK0CON3SK02CGKU9LRDB1OH6","A2UHH88Z8XNXMN","Approved","Thu Feb 13 14:14:04 GMT 2014","Thu Feb 13 14:18:51 GMT 2014","Thu Feb 13 14:18:51 PST 2014","Thu Feb 13 07:42:01 PST 2014","","","287","100% (78/78)","100% (78/78)","100% (78/78)","anup rao","University of Washington","<a href='http://www.cs.washington.edu/people/faculty/anuprao'>http://www.cs.washington.edu/people/faculty/anuprao</a>","GEORGIA INSTITUTE OF TECHNOLOGY","UNIVERSITY OF TEXAS AT AUSTIN","2010","","","Assistant","Computer Education","http://www.cs.washington.edu/people/faculty/anuprao"
"2KFUYT3DHJHS5KJC0LVYIRSXIXD0TL","2HYBMJTUHYW5H2V87FYSFWM16DKINJ","Find information about a single computer science professor","Given a computer science professor, find some additional information about them","data collection, professor, school, computer science, cs","$0.02","Sat Feb 08 16:42:15 GMT 2014","3","BatchId:1411601;","3600","28800","Sat Feb 15 16:42:15 GMT 2014","","","2K5ZXR24SME20BSH0RE948P9FBXH0R","A2UHH88Z8XNXMN","Approved","Fri Feb 14 12:34:14 GMT 2014","Fri Feb 14 12:38:40 GMT 2014","Fri Feb 14 12:38:40 PST 2014","Fri Feb 14 06:55:30 PST 2014","","","266","100% (78/78)","100% (78/78)","100% (78/78)","robert a. wagner","Duke University","<a href='http://www.cs.duke.edu/people/faculty/?csid=40'>http://www.cs.duke.edu/people/faculty/?csid=40</a>","Massachusetts Institute of Technology","Carnegie-Mellon University","2006","Carnegie-Mellon University","","Full","Computer Education","http://www.cs.duke.edu/~raw/"
"2QAKMT6YTWX7ICN15GVDJ9GIFIT0V1","2HYBMJTUHYW5H2V87FYSFWM16DKINJ","Find information about a single computer science professor","Given a computer science professor, find some additional information about them","data collection, professor, school, computer science, cs","$0.02","Sat Feb 08 16:42:16 GMT 2014","3","BatchId:1411601;","3600","28800","Sat Feb 15 16:42:16 GMT 2014","","","2OAUUU00OQKNBDOH8DJ24268HMBVVD","AMUZDLU4GC0KT","Approved","Fri Feb 14 05:45:54 GMT 2014","Fri Feb 14 05:48:03 GMT 2014","Fri Feb 14 13:48:03 GMT 2014","2014/02/14 13:50:49 +0000","","","129","100% (83/83)","100% (83/83)","100% (83/83)","brian curless","University of Washington","<a href='http://www.cs.washington.edu/people/faculty/curless'>http://www.cs.washington.edu/people/faculty/curless</a>","University of Texas, Austin","Stanford University","2010","Stanford University","","Full","Graphics","http://homes.cs.washington.edu/~curless/curless_cv.pdf"
"2N6Q1SNQQ7Q989B06P3N112TZCB8SR","2HYBMJTUHYW5H2V87FYSFWM16DKINJ","Find information about a single computer science professor","Given a computer science professor, find some additional information about them","data collection, professor, school, computer science, cs","$0.02","Sat Feb 08 16:42:15 GMT 2014","3","BatchId:1411601;","3600","28800","Sat Feb 15 16:42:15 GMT 2014","","","2GCW4ZMAZHHUSULPGTEN5RH11P4JAG","AMUZDLU4GC0KT","Approved","Fri Feb 14 06:11:18 GMT 2014","Fri Feb 14 06:13:38 GMT 2014","Fri Feb 14 14:13:38 GMT 2014","2014/02/14 14:15:49 +0000","","","140","100% (83/83)","100% (83/83)","100% (83/83)","robert calderbank","Duke University","<a href='http://www.cs.duke.edu/people/faculty/?csid=3565'>http://www.cs.duke.edu/people/faculty/?csid=3565</a>","Warwick University","California Institute of Technology","","Oxford University","","Full","Computer Education","http://www.cs.duke.edu/people/faculty/?csid=3565"
"2J392HECWA6047UBSKRCZ5KXYTSJK5","2HYBMJTUHYW5H2V87FYSFWM16DKINJ","Find information about a single computer science professor","Given a computer science professor, find some additional information about them","data collection, professor, school, computer science, cs","$0.02","Sat Feb 08 16:42:15 GMT 2014","3","BatchId:1411601;","3600","28800","Sat Feb 15 16:42:15 GMT 2014","","","2KUSEIUUU00RRTQ9KN9SIS2UJELSSY","AMUZDLU4GC0KT","Approved","Fri Feb 14 05:01:52 GMT 2014","Fri Feb 14 05:04:47 GMT 2014","Fri Feb 14 13:04:47 GMT 2014","2014/02/14 13:05:49 +0000","","","175","100% (83/83)","100% (83/83)","100% (83/83)","robert fowler","Duke University","<a href='http://www.cs.duke.edu/people/faculty/?csid=3570'>http://www.cs.duke.edu/people/faculty/?csid=3570</a>","Harvard College","University of Washington,","","University of Washington","","Other","Software Engineering","http://www.cs.duke.edu/people/faculty/?csid=3570"
"2J392HECWA6047UBSKRCZ5KXYTSJK5","2HYBMJTUHYW5H2V87FYSFWM16DKINJ","Find information about a single computer science professor","Given a computer science professor, find some additional information about them","data collection, professor, school, computer science, cs","$0.02","Sat Feb 08 16:42:15 GMT 2014","3","BatchId:1411601;","3600","28800","Sat Feb 15 16:42:15 GMT 2014","","","2USCOK2JE1MAQTQ81WN6YZACHC9UNF","A2UHH88Z8XNXMN","Approved","Fri Feb 14 11:56:54 GMT 2014","Fri Feb 14 11:59:05 GMT 2014","Fri Feb 14 11:59:05 PST 2014","Fri Feb 14 06:55:31 PST 2014","","","131","100% (78/78)","100% (78/78)","100% (78/78)","robert fowler","Duke University","<a href='http://www.cs.duke.edu/people/faculty/?csid=3570'>http://www.cs.duke.edu/people/faculty/?csid=3570</a>","Harvard College","University of Washington","","University of Washington","","Adjunct","Computer Education","http://www.cs.duke.edu/people/faculty/?csid=3570"
